person_name,user_name,email,personal_number,birth_date,address,phone_number,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Romeo Ardelean,romeoardelean,romeoardelean@post.ro,6461225145642,1922-10-15,"Strada Eftimie, Sacele, 827628",0759 983 719,92:83:10:8f:c7:c1,47.236.153.56,RO63GHGO7831355656573704,2025-04-04 17:16:32,17358,6,302,311949,6ab105cf-9658-4948-9551-a91f571db496
Cazimir Diaconu,cazimirdiaconu,cazimirdiaconu@zzup.ro,5930406519287,1994-08-27,"Bulevardul Popescu Nr. 50 Bl. 82  Sc. 40 Ap. 889, Targu Frumos, 158341",0771 762 891,de:b8:80:45:3e:55,59.171.45.32,RO50HNWX8786010472281839,2025-04-04 17:16:32,3704,611,748,927098,89aeda09-f8c3-47d5-9903-7edf4163d6c3
Lorena Mocanu,lorenamocanu,lorenamocanu@post.ro,5600119173109,1917-08-11,"Soseaua Tabacu Nr. 98 Bl. 53  Sc. 77 Ap. 421, Greci, 306117",0241 379 721,34:88:8b:66:df:de,217.229.1.181,RO38UGSJ6155719864901409,2025-04-04 17:16:32,4584,773,772,1716449,a3d76c2a-6dc0-4c31-bb19-80bbed5f2aab
Lucia Cristea,luciacristea,luciacristea@zzup.ro,3460511063946,1976-10-01,"Drumul Voinea Nr. 940 Bl. 29  Sc. 14 Ap. 663, Poienile de sub Munte, 614875",0724 535 496,8c:f7:e4:a1:f5:ca,44.47.252.101,RO07NGJG7163384937993583,2025-04-04 17:16:32,3179,310,363,1033795,81e78db7-e4fc-47fb-9886-faafb02a9b74
Todor Ioniță,todorioniță,todorioniță@zzup.ro,4111021347651,1954-10-27,"Intrarea Ene Nr. 99, Lumina, 496919",0746 967 656,86:3b:58:f2:d0:1e,23.30.195.168,RO22BWQJ9010653907897449,2025-04-04 17:16:32,28511,827,16,1179567,95cc0619-f884-4915-84ea-f25e2d6b8c9a
Pompiliu Preda,pompiliupreda,pompiliupreda@gmail.com,4221106369361,1923-12-14,"Strada Tudor, Bistrita, 319135",0761 855 922,f6:e2:fa:2b:bc:9d,7.175.46.50,RO69UFQN1563014942024208,2025-04-04 17:16:32,7929,343,105,1449451,6879d0b7-05e2-48df-89ec-364b861fdef6
Maricica Niță,maricicaniță,maricicaniță@email.ro,8290819519840,1997-01-20,"Drumul Eftimie Nr. 900 Bl. 69  Sc. 19 Ap. 222, Giroc, 264540",0724 819 166,54:c0:1b:07:58:20,222.63.201.32,RO70MAHX8773608386646615,2025-04-04 17:16:32,24915,942,196,1575002,0e610bcb-40b7-41bb-8a9e-4fd6af5e7426
Alina Dima,alinadima,alinadima@141.ro,7470413398243,1931-04-28,"Soseaua Tatiana Toma Nr. 56, Oituz, 899777",0728 858 411,04:68:69:0c:d0:b0,1.214.125.182,RO14FKOE3412900211900479,2025-04-04 17:16:32,4758,531,740,1532554,ff8ed85c-93c6-495d-8a3e-d06d53d15ec7
Vincențiu Dinu,vincențiudinu,vincențiudinu@kappa.ro,4210428336766,1952-02-13,"Intrarea Georgescu Nr. 94 Bl. 25  Sc. 11 Ap. 212, Giarmata, 622189",0726 716 578,0e:5a:45:d6:ea:01,112.134.206.203,RO52PRVV9146766441501333,2025-04-04 17:16:32,17742,109,724,6100,acdac5df-462d-4bcf-8fb9-88e8ffeab6ee
Cezara Aanei,cezaraaanei,cezaraaanei@acasa.ro,3320320248719,1918-01-26,"Intrarea Georgescu Nr. 589 Bl. 27  Sc. 75 Ap. 260, Horodnic de Sus, 492202",0765 977 905,ae:98:2f:43:86:e2,128.166.41.137,RO94ZVEY0128966931228691,2025-04-04 17:16:32,11427,807,497,720766,a21aeb39-583f-4655-8ada-744e3579a834
Agnos Tudor,agnostudor,agnostudor@141.ro,1530119417836,1914-11-23,"Intrarea Panait Toma Nr. 50 Bl. 22  Sc. 37 Ap. 533, Arbore, 858296",0722 703 658,c6:6d:8c:3a:e4:57,152.98.157.231,RO24YHQX2613292291105101,2025-04-04 17:16:32,35125,700,584,1141014,b7c7b8a5-4c32-4eaa-99ec-c6481d5b9ffb
Dorinel Niță,dorinelniță,dorinelniță@141.ro,4800203149741,1976-12-22,"Intrarea Ardelean Nr. 645, Pecica, 673988",0269 155 307,7a:b1:77:a2:e0:59,168.57.208.80,RO73RMIG5705396443661646,2025-04-04 17:16:32,23691,356,297,554575,1c545e52-26b7-4114-9fdf-75c6f03182fc
Ovidiu Niță,ovidiuniță,ovidiuniță@acasa.ro,3710718307931,1964-10-13,"Bulevardul Jana Mocanu Nr. 386, Jibou, 918311",0764 886 597,42:84:1c:42:a9:eb,71.156.124.218,RO03IKTQ2471475779331858,2025-04-04 17:16:32,33584,791,535,1005007,b01e369f-2075-45b1-8827-88ca7162ac60
Geta Popa,getapopa,getapopa@email.ro,8620217024740,1939-04-09,"Intrarea Nistor Nr. 386, Dancu, 189912",0728 766 023,fa:9d:45:1d:ac:25,134.254.185.223,RO85UIYU9482467663224889,2025-04-04 17:16:32,20161,221,766,1536804,ef469f3c-f109-4e36-8fee-96af468aa6d9
Evelina Tabacu,evelinatabacu,evelinatabacu@zzup.ro,8070803345212,1935-01-22,"Aleea Dobre Nr. 95 Bl. 88  Sc. 78 Ap. 955, Rovinari, 698567",0763 981 055,94:4d:16:a4:8d:f9,34.248.223.24,RO93BJGS1315586883523872,2025-04-04 17:16:32,31618,798,232,1182837,1a392038-789a-4d0c-b9c5-e2c5b8257da0
Eleonora Barbu,eleonorabarbu,eleonorabarbu@zzup.ro,6270225032199,1961-01-29,"Bulevardul Marina Pușcașu Nr. 454 Bl. 17  Sc. 12 Ap. 396, Radauti, 553299",0750 861 631,d8:1e:d1:b9:59:07,181.188.134.62,RO97QWAB2625333645318198,2025-04-04 17:16:32,25902,101,494,1295397,b9a576f4-fdd5-40ff-be94-f8273be76ac7
Caius Dochioiu,caiusdochioiu,caiusdochioiu@zzup.ro,1710423250231,1942-02-23,"Soseaua Diaconu, Bistrita, 497048",0755 033 385,78:47:73:1b:cb:0c,207.247.247.253,RO60FPBJ7245323363047034,2025-04-04 17:16:32,2427,206,633,1694245,28797010-4246-4e95-ad57-6218961ef146
Clara Tabacu,claratabacu,claratabacu@141.ro,1750120406765,1922-02-17,"Drumul Stănescu Nr. 389, Arbore, 744870",0785 529 671,a6:5d:06:58:64:da,33.43.64.21,RO76CLBE1587871663008905,2025-04-04 17:16:32,10458,185,796,979636,6f9dfa41-8d15-4657-b8d9-b0cb0f89d737
Cezar Popescu,cezarpopescu,cezarpopescu@gmail.com,4210607407473,1951-11-09,"Strada Ariadna Stănescu, Dorohoi, 937222",0268 530 467,dc:08:37:05:6f:a2,144.134.249.17,RO55LIDS5983263504774278,2025-04-04 17:16:32,5724,562,62,286673,a4c5e21b-d95b-45d5-b6e9-2eab23d1cab6
Panait Mazilescu,panaitmazilescu,panaitmazilescu@141.ro,1860309107558,1983-04-10,"Aleea Nicoară Nistor Nr. 31, Pascani, 867140",0767 956 650,56:20:20:f9:c9:c7,99.69.204.159,RO27QRXG0609306848732057,2025-04-04 17:16:32,15869,859,258,1357266,83a6d975-ae20-4c0c-afc3-0bbc857ad0e9
Marilena Stoica,marilenastoica,marilenastoica@acasa.ro,2350412083371,1994-05-05,"Bulevardul Gheorghiu Nr. 578 Bl. 80  Sc. 21 Ap. 414, Savinesti, 467046",0786 452 588,40:92:aa:3b:a4:2c,198.99.15.43,RO57RUGO2554937965114660,2025-04-04 17:16:32,22506,771,359,1620090,7bd37a31-7921-451d-bd00-7f162c48b4db
Benone Cristea,benonecristea,benonecristea@zzup.ro,7490610061056,1940-08-16,"Drumul Toma Nr. 990, Gilau, 356256",0231 837 802,52:fb:2b:49:d9:30,207.37.183.160,RO33DPTT8132728456566717,2025-04-04 17:16:32,9713,165,318,1168863,f599dd7d-4d26-4307-97c7-02014936da89
Ada Dochioiu,adadochioiu,adadochioiu@kappa.ro,3250718413089,1925-05-03,"Intrarea Stancu Nr. 22, Gilau, 644382",0771 650 544,32:85:83:9b:29:e7,34.154.63.86,RO73OHYF7968935221926831,2025-04-04 17:16:32,14781,536,68,1068789,d0bc000b-291e-4fdf-93ed-976c4239cd27
Crina Popa,crinapopa,crinapopa@141.ro,6301114408928,2006-12-10,"Drumul Ionescu, Rosu, 167549",0762 900 180,54:f5:77:b7:f8:b3,25.245.18.11,RO40EUAN0442220077530965,2025-04-04 17:16:32,35209,141,245,1007782,bd107999-b595-4caa-bee2-2d97d2bee1a6
Panait Stan,panaitstan,panaitstan@kappa.ro,4561008074632,1925-10-19,"Strada Diaconescu Nr. 105 Bl. 94  Sc. 45 Ap. 875, Poiana Mare, 979546",0726 437 610,82:e4:a0:85:11:15,177.238.167.170,RO07ZMHW5605340318911891,2025-04-04 17:16:32,25429,211,414,584414,41903d2f-1ced-40f8-8610-4e76e41f8dc3
Leopoldina Dochioiu,leopoldinadochioiu,leopoldinadochioiu@gmail.com,6470205245221,1970-07-22,"Soseaua Popa, Arbore, 592610",0245 280 096,46:86:f5:cc:e1:58,107.196.183.226,RO56VKNI5793495215638867,2025-04-04 17:16:32,35029,92,252,1379638,fd3b999e-f0e7-42c7-a54f-19d0aef1e61f
Cedrin Marin,cedrinmarin,cedrinmarin@zzup.ro,5421021385015,1991-04-07,"Intrarea Voinea Nr. 379 Bl. 33  Sc. 85 Ap. 273, Navodari, 477964",0788 244 220,e0:ce:a0:9c:8f:fd,175.252.131.156,RO89LVTK9342540411623122,2025-04-04 17:16:32,11360,258,747,932726,3d94c7a9-1eb7-4a45-906b-d853c6763f6f
Crina Manole,crinamanole,crinamanole@kappa.ro,3050101410797,1992-09-30,"Drumul Stoica Nr. 941, Motru, 305860",0732 750 457,c6:81:45:c0:d0:a4,137.94.113.167,RO86GQVS6080412429741070,2025-04-04 17:16:32,148,655,334,781816,ef2fdc06-0271-4deb-8181-be81940629d4
Luca Stoica,lucastoica,lucastoica@141.ro,6940128438897,1955-12-22,"Bulevardul Ene Nr. 857 Bl. 48  Sc. 87 Ap. 818, Lumina, 469020",0734 182 896,4c:44:fa:34:ee:25,188.208.166.121,RO04LQBE8150688837503023,2025-04-04 17:16:32,25729,887,326,372310,a141566d-33ba-46c3-b300-fc0cc1288863
Anabela Nistor,anabelanistor,anabelanistor@email.ro,6200804062521,1974-01-24,"Intrarea Antonela Ardelean, Mizil, 686032",0758 512 319,46:c4:c4:64:85:26,77.176.133.188,RO77TJBV9373028524156524,2025-04-04 17:16:32,26814,71,202,11928,dbb38792-9727-43d8-ba4b-96424c877cbe
Profira Dobre,profiradobre,profiradobre@kappa.ro,6960810087695,1946-08-06,"Intrarea Pompilia Popa Nr. 13 Bl. 53  Sc. 95 Ap. 488, Rovinari, 693967",0758 633 290,2e:85:d3:2e:04:bf,55.149.179.244,RO53OCPG9425551552291241,2025-04-04 17:16:32,23426,565,56,1796192,90818913-936c-4ccc-8506-8e1daf6057ca
Dalia Pop,daliapop,daliapop@141.ro,6371129304930,1933-03-21,"Intrarea Ardelean Nr. 56 Bl. 87  Sc. 32 Ap. 659, Sancraiu de Mures, 639580",0755 652 879,54:30:e8:a8:8c:27,116.210.9.127,RO62ICON3932026140498575,2025-04-04 17:16:32,24309,613,463,1569676,0551484f-3035-4c06-9637-546b7f7ec3ac
Iulia Barbu,iuliabarbu,iuliabarbu@zzup.ro,2691019376619,1930-09-16,"Drumul Ștefania Ardelean Nr. 198, Slobozia, 707492",0240 826 696,ae:1f:66:54:04:1f,161.94.191.192,RO74BMPW3413965560365284,2025-04-04 17:16:32,16592,347,353,1757259,4b70a211-d03c-4d22-8e09-fd203adadd21
Varvara Cristea,varvaracristea,varvaracristea@gmail.com,5450808261132,1929-04-04,"Aleea Florentin Oprea Nr. 611, Dumbraveni, 588759",0726 405 648,42:d7:f5:41:9b:3f,2.110.175.222,RO30DNVK3254967859893264,2025-04-04 17:16:32,29277,750,628,740819,14a38f64-754a-4797-9fad-fe9b06ebc793
Letiția Toma,letițiatoma,letițiatoma@acasa.ro,6050225156137,1961-02-06,"Aleea Dima, Buzau, 760055",0724 847 297,b8:ed:59:18:7d:66,99.167.144.31,RO45VTSW2210733376031104,2025-04-04 17:16:32,28498,907,676,1788255,4ce850ff-0ecd-482a-9aad-cbff01922ad8
Iosif Marin,iosifmarin,iosifmarin@gmail.com,2610201093538,1997-12-14,"Soseaua Rareș Ardelean Nr. 854, Vatra Dornei, 494954",0764 062 826,0c:11:17:74:d3:b9,44.10.108.85,RO59XOQJ0124302735126862,2025-04-04 17:16:32,10202,914,521,815440,3379024f-69ae-4aea-b146-3fc5280179b3
Sever Cristea,severcristea,severcristea@gmail.com,5280813115490,1994-02-13,"Soseaua Albu Nr. 91, Sancraiu de Mures, 195188",0756 485 933,26:63:9b:42:ef:51,200.222.133.145,RO69ZUWZ5715578938793560,2025-04-04 17:16:32,21069,432,205,1756191,13357d25-84fc-4b90-a7a1-23bde738a5f2
Jasmina Nemeș,jasminanemeș,jasminanemeș@gmail.com,3890409056381,1944-07-14,"Aleea Ghenadie Dinu Nr. 77, Boldesti-Scaeni, 110312",0766 124 420,3e:49:99:bf:c2:05,110.248.116.211,RO90MMOI4033326003700564,2025-04-04 17:16:32,34940,101,235,1798368,9cce6d3d-0530-418b-b7ab-ee3443ad82ae
Sofia Voinea,sofiavoinea,sofiavoinea@gmail.com,5780420201444,1933-10-18,"Bulevardul Dochioiu Nr. 732, Sandominic, 349735",0262 310 500,e2:3c:90:af:bb:97,30.240.15.196,RO64HUSX8968677295160537,2025-04-04 17:16:32,3135,908,321,1482343,fa24964e-3de5-451e-b81d-95e4a9946ffe
Angela Dinu,angeladinu,angeladinu@141.ro,3190109117148,1976-08-23,"Soseaua Ioniță Nr. 473, Poiana Mare, 863614",0241 433 128,84:8c:c3:e2:dd:cf,101.11.77.225,RO93OXZX4773733370586173,2025-04-04 17:16:32,17275,625,497,1154796,e846a7ce-cbee-459d-a746-15d43dc94eb1
Visarion Dochioiu,visariondochioiu,visariondochioiu@post.ro,8251202043808,2015-07-18,"Drumul Marcel Diaconu Nr. 20, Popesti-Leordeni, 159600",0788 143 606,f4:ed:1e:3b:71:54,138.170.60.232,RO29TZLQ9939552900933960,2025-04-04 17:16:32,10561,424,320,1117485,1dc6a041-ebf0-49d8-8a70-b7ee04c35a49
Eustațiu Preda,eustațiupreda,eustațiupreda@gmail.com,4390601280821,1956-05-22,"Bulevardul Veniamin Diaconescu Nr. 89 Bl. 59  Sc. 90 Ap. 245, Huedin, 262764",0739 991 986,70:80:e5:35:ae:53,147.167.206.115,RO96WUJF3427652384390343,2025-04-04 17:16:32,33403,786,646,930862,c1a95642-49a7-403b-baa2-e9c0a7529345
Andrian Tudor,andriantudor,andriantudor@gmail.com,1101118133741,1968-07-18,"Bulevardul Niță Nr. 69 Bl. 55  Sc. 72 Ap. 463, Medias, 226511",0260 375 708,0a:0e:b1:41:ba:62,202.244.99.64,RO10BXEF2439713731250761,2025-04-04 17:16:32,24703,338,198,1095649,06b16c3d-8390-4004-9c4e-29caa0626640
Iuliu Voinea,iuliuvoinea,iuliuvoinea@141.ro,4881214306126,2010-11-04,"Drumul Manole Nr. 879 Bl. 80  Sc. 39 Ap. 680, Targu Frumos, 775528",0731 820 431,48:6a:5c:e1:66:4d,132.249.198.45,RO08FCYC3765460451246185,2025-04-04 17:16:32,10070,174,339,1283754,0755d4ae-e51b-4e2e-aca7-6ed8de2ff872
Ana Stănescu,anastănescu,anastănescu@email.ro,4500906021232,1972-10-21,"Bulevardul Pop Nr. 83, Sebis, 855275",0733 784 872,d0:31:9f:bf:c1:a0,140.60.29.227,RO69DKHU2235827336188790,2025-04-04 17:16:32,24630,521,183,1146545,380abf19-2703-4fe6-be17-06551b2a519f
Oana Voinea,oanavoinea,oanavoinea@email.ro,3130412158550,1999-06-10,"Bulevardul Dochioiu Nr. 34, Odobesti, 757734",0724 763 711,2c:f7:da:13:b0:88,177.202.88.212,RO92YVRR5075749075740124,2025-04-04 17:16:32,27394,705,779,1341889,81ad09e5-c07c-409a-8a0b-a83429d04f4e
Maria Nistor,marianistor,marianistor@zzup.ro,7291201093521,1986-12-22,"Soseaua Dobre Nr. 184 Bl. 40  Sc. 94 Ap. 766, Ramnicu Sarat, 819725",0732 378 648,6a:72:a4:60:d9:33,124.73.116.165,RO13DOUP4266788487899449,2025-04-04 17:16:32,1423,368,189,170911,e77a8686-603a-4b31-a093-f2bf28508420
Aleodor Ababei,aleodorababei,aleodorababei@kappa.ro,1030423282951,1989-07-11,"Aleea Dima Nr. 697 Bl. 85  Sc. 71 Ap. 227, Salonta, 530221",0788 980 664,fa:ea:fd:4c:05:0f,93.134.194.242,RO72TXAQ4749016617203698,2025-04-04 17:16:32,20231,842,541,736602,19f730dd-7304-4816-9c21-6e8c74e3dcbb
Tania Ionescu,taniaionescu,taniaionescu@acasa.ro,8810208181390,1981-07-30,"Soseaua Manole Nr. 859 Bl. 73  Sc. 10 Ap. 307, Tasnad, 176049",0764 882 644,b6:02:6c:ff:e6:8f,149.34.70.71,RO39PMIX8490933144435577,2025-04-04 17:16:32,3502,535,758,841847,edd77b69-e773-4e80-8a98-8ee90e452462
Edmond Ioniță,edmondioniță,edmondioniță@post.ro,4280618421894,2005-05-12,"Drumul Ioniță, Pitesti, 529740",0245 644 192,92:b5:8c:56:24:de,182.90.191.119,RO87GDVL3840526977103995,2025-04-04 17:16:32,24158,212,531,1599336,639eb636-ece8-41ef-a230-b616941804cd
Mărioara Aanei,mărioaraaanei,mărioaraaanei@email.ro,6460410368421,1980-10-26,"Aleea Tudor, Calafat, 960592",0749 413 829,a2:c8:d9:77:01:61,185.200.61.18,RO54YQOG9838848653112520,2025-04-04 17:16:32,21838,336,275,1598853,bdd47684-8ebe-4ccd-8acd-64e9d9fdfa0c
Iustinian Toma,iustiniantoma,iustiniantoma@acasa.ro,2800715380933,1973-05-31,"Soseaua Mazilescu Nr. 730 Bl. 22  Sc. 54 Ap. 365, Tarnaveni, 849693",0753 924 761,38:2e:ed:66:54:53,8.126.57.113,RO07RGQZ3762327290336560,2025-04-04 17:16:32,25948,27,144,1916397,fbdada54-e20e-4ad4-8187-c03e39a118af
Sidonia Stan,sidoniastan,sidoniastan@141.ro,4791028035491,2006-12-28,"Aleea Marin Nr. 21, Pogoanele, 865391",0251 764 173,22:ee:4a:4c:1c:1b,192.71.66.202,RO02CHBW2158815696238635,2025-04-04 17:16:32,34904,858,489,1026262,050910f4-37f3-4833-bfbf-c4945222b3f4
Cornelia Ionescu,corneliaionescu,corneliaionescu@141.ro,6550308173198,2009-06-10,"Soseaua Toma Nr. 550 Bl. 97  Sc. 65 Ap. 840, Fieni, 665070",0751 281 287,18:e9:f5:0e:65:d6,213.131.143.110,RO63DWUQ6222659966834236,2025-04-04 17:16:32,18601,817,169,971016,bb1219cc-0a8e-45c2-b59b-27866c9003be
Vladimir Dochioiu,vladimirdochioiu,vladimirdochioiu@gmail.com,2941210188461,2004-03-26,"Strada Dinu Nr. 87, Pascani, 495977",0721 992 993,66:d9:b5:19:4e:a1,97.162.129.148,RO65MKKW4094835297352739,2025-04-04 17:16:32,24271,732,220,1720139,7078289d-33dd-42d1-8131-bbf93aa12b43
Otilia Georgescu,otiliageorgescu,otiliageorgescu@email.ro,8030501065863,1938-11-09,"Soseaua Rica Stan Nr. 90 Bl. 82  Sc. 30 Ap. 182, Balotesti, 535684",0263 458 666,b2:11:b5:20:3d:ac,220.201.33.219,RO31ZGYI0636816563840568,2025-04-04 17:16:32,31837,702,437,1738697,af7cf258-7c1d-4415-9aac-8b10ae7e2da9
Nicodim Dumitrescu,nicodimdumitrescu,nicodimdumitrescu@post.ro,7840506089444,1949-02-15,"Strada Marcel Marin, Petrosani, 487613",0766 480 827,1a:f2:f6:f5:f0:d4,167.140.52.177,RO35NSAL5416948877140600,2025-04-04 17:16:32,35974,310,507,1987286,63cff545-e30e-409b-bb45-6e33ed255cea
Iolanda Ioniță,iolandaioniță,iolandaioniță@email.ro,7070421273979,1943-09-02,"Aleea Mitică Tabacu Nr. 951, Focsani, 100544",0254 519 026,a4:27:b8:ad:ef:f3,17.203.145.59,RO43ZZLH2121967191017251,2025-04-04 17:16:32,18001,80,102,682036,57a793a6-c3af-4790-94ea-94d1c6a33502
Marcu Diaconescu,marcudiaconescu,marcudiaconescu@kappa.ro,5351110312952,1920-08-02,"Drumul Tabacu, Eforie Nord, 348493",0745 032 618,9a:57:a2:84:2b:a5,89.194.121.66,RO89ESHZ1390221813733932,2025-04-04 17:16:32,13839,525,606,1455779,81753d9d-4839-42fa-ad1d-74cd8415add8
Aureliana Aanei,aurelianaaanei,aurelianaaanei@kappa.ro,4630727144509,1973-02-04,"Bulevardul Ardelean Nr. 332, Targu Mures, 932437",0243 986 035,02:be:b9:88:2e:b4,63.101.173.195,RO30QOVE6103542349225429,2025-04-04 17:16:32,13491,691,678,1999777,05cca72c-eae6-4e55-a637-b38a5cc3b1d6
Salomea Marin,salomeamarin,salomeamarin@acasa.ro,4790230246211,1944-09-29,"Soseaua Iancu Toma, Poiana Mare, 318909",0241 580 199,58:48:9a:94:c3:fa,33.129.62.115,RO90JVGT2878252436056686,2025-04-04 17:16:32,25074,500,543,1593320,82e7cd51-4536-4795-a6a5-967a2652ff2d
Axenia Diaconescu,axeniadiaconescu,axeniadiaconescu@acasa.ro,1080907211921,2009-10-29,"Intrarea Eftimie Nr. 489 Bl. 31  Sc. 46 Ap. 249, Uricani, 133490",0755 189 485,c8:ec:2c:fa:7b:8b,3.252.0.168,RO12GVPF8553175600392502,2025-04-04 17:16:32,29089,925,207,1336918,658cb1fe-a60b-4294-9859-a9e5ca207d43
Cleopatra Georgescu,cleopatrageorgescu,cleopatrageorgescu@141.ro,2761112310258,1944-11-30,"Aleea Niță Nr. 51, Oravita, 735682",0785 523 266,5c:94:6b:0e:8b:7b,136.9.240.149,RO08NWPA4694273554462246,2025-04-04 17:16:32,22432,349,397,1741507,b83260d4-410d-40bd-a70f-94c952c0f270
Simi Pușcașu,simipușcașu,simipușcașu@acasa.ro,6050806169889,1997-02-05,"Aleea Liviu Barbu Nr. 44, Targu Secuiesc, 984422",0765 622 413,aa:46:6e:0b:e9:f4,23.172.15.186,RO61GHRY3507108405440736,2025-04-04 17:16:32,9338,339,642,817961,a264d44b-9fef-4add-807e-bcbe7e39f043
Albert Marin,albertmarin,albertmarin@post.ro,4110731181601,1974-07-20,"Drumul Aurica Aanei, Reghin, 491853",0754 483 507,40:0d:d6:52:64:0c,93.3.244.13,RO26DEFK3655473598714328,2025-04-04 17:16:32,22014,617,493,921214,f7b2f902-eeb4-4c8c-9204-817157aacab7
Laura Manole,lauramanole,lauramanole@kappa.ro,7190211186213,1963-03-12,"Strada Dumitrescu Nr. 41 Bl. 37  Sc. 74 Ap. 757, Iernut, 315109",0751 790 987,e2:d5:c7:9d:19:6f,187.228.125.136,RO66WGTX7933108659651649,2025-04-04 17:16:32,2599,508,717,1981134,14dc9c5e-0f42-455a-9cf8-ecdff47baebb
Cristobal Albu,cristobalalbu,cristobalalbu@post.ro,6390802384358,1944-05-30,"Aleea Dobre, Teius, 543585",0266 329 428,a4:7d:90:e4:ee:e7,138.111.25.43,RO04MWCV5895196192569837,2025-04-04 17:16:32,3467,215,687,192084,7e5eb178-7772-44dd-a477-2970381d407c
Mădălina Ababei,mădălinaababei,mădălinaababei@141.ro,3590721219302,2021-09-19,"Soseaua Nistor, Afumati, 990985",0755 892 938,cc:6d:e7:62:db:10,126.45.19.46,RO80HMAS4939815792579272,2025-04-04 17:16:32,1442,254,484,566636,7782fcdb-c5e0-4ba1-8369-392ee5914c55
Vladimir Manole,vladimirmanole,vladimirmanole@gmail.com,7890214465854,1923-02-04,"Drumul Popescu, Rucar, 582717",0238 282 767,14:80:c9:a8:44:b6,124.7.16.5,RO11ZEPR1639196470119171,2025-04-04 17:16:32,5823,216,683,821720,50ea07d3-c1c9-4bb3-a3e9-168aba86d72d
Barbu Barbu,barbubarbu,barbubarbu@post.ro,5840718071033,2011-07-21,"Bulevardul Stancu Nr. 465, Otelu Rosu, 815256",0761 103 942,22:b6:8b:7f:70:9d,35.80.238.118,RO63LYWW7663683785252134,2025-04-04 17:16:32,2951,619,593,1862627,db6b8fc4-6522-4afb-8c20-0184c44b14c4
Bebe Stancu,bebestancu,bebestancu@141.ro,2890921230575,1983-08-12,"Soseaua Nistor Nr. 883, Gherla, 511562",0269 814 848,5c:3f:ab:00:dc:86,41.241.200.138,RO89POMV2382549307501198,2025-04-04 17:16:32,22845,254,31,1450630,49f0f7a9-52f0-441b-af21-7b5aa148d09a
Andrian Pușcașu,andrianpușcașu,andrianpușcașu@zzup.ro,2681026314442,1990-06-20,"Intrarea Dobre Nr. 31, Sabaoani, 595875",0264 853 219,26:16:d9:fd:34:8f,178.130.84.137,RO66YMBR7441553365120262,2025-04-04 17:16:32,14768,368,109,632937,da342786-cdbb-45e0-a8e6-236db5180c91
Jan Dinu,jandinu,jandinu@gmail.com,5800415108601,2020-03-19,"Drumul Ernest Albu Nr. 11 Bl. 59  Sc. 14 Ap. 198, Tunari, 707173",0727 855 300,64:2b:20:ab:c4:22,98.25.234.221,RO18YOHT4655281107188633,2025-04-04 17:16:32,17992,121,593,1725113,ed04c8d4-da04-40ae-a791-65ffb9e20e59
Cornel Stoica,cornelstoica,cornelstoica@acasa.ro,6970429327525,1942-08-20,"Intrarea Tomescu, Balan, 649690",0248 087 011,18:ae:5b:dd:22:a4,188.184.167.219,RO93TATQ2757993056306468,2025-04-04 17:16:32,12046,996,17,1574966,1a4ad597-c5ff-4a92-8b6e-af468cb40f07
Dimitrina Eftimie,dimitrinaeftimie,dimitrinaeftimie@post.ro,5221211045222,1960-01-09,"Strada Ozana Pușcașu Nr. 15 Bl. 59  Sc. 69 Ap. 843, Dorohoi, 845751",0762 836 617,58:04:8f:4a:c1:5e,4.127.243.223,RO05ZGQA9948574761904393,2025-04-04 17:16:32,19823,193,532,1444242,0c92e7f1-69e9-4d96-a72b-b0ee9f8f4ff8
Octavian Aanei,octavianaanei,octavianaanei@kappa.ro,5760609124331,1974-07-02,"Intrarea Popa Nr. 526 Bl. 16  Sc. 83 Ap. 574, Targu Lapus, 939711",0740 782 239,16:ac:8b:fb:c2:cb,87.147.63.246,RO84LTOD0398528744530033,2025-04-04 17:16:32,4747,889,587,355539,282576ab-8682-45a7-ab43-7410b1bf7a38
Grațiana Oprea,grațianaoprea,grațianaoprea@gmail.com,4820222102121,2004-11-19,"Intrarea Mirela Pop Nr. 424, Resita, 606408",0753 625 466,0c:ff:94:d9:ad:66,209.23.64.77,RO81WSRS1788312053834971,2025-04-04 17:16:32,8285,170,8,599274,935d0e50-22cb-447e-a417-40c91be70b1a
Viviana Gheorghiu,vivianagheorghiu,vivianagheorghiu@email.ro,4430623510180,1962-01-08,"Drumul Mocanu, Filiasi, 475025",0239 071 195,62:4c:18:af:6b:0e,111.190.220.233,RO52BFBW3259727119522594,2025-04-04 17:16:32,23811,273,573,802007,716adf73-2ff7-47b5-ad15-445664e0ebb5
Sabina Nemeș,sabinanemeș,sabinanemeș@kappa.ro,1310908162647,2015-08-16,"Intrarea Pușcașu Nr. 735, Darabani, 205995",0235 878 522,12:52:8a:6f:bf:d6,77.151.112.143,RO90OLYU7513467209239408,2025-04-04 17:16:32,13234,810,147,542400,cdf3741c-6639-4af0-84d7-a88c15b63854
Aureliana Pușcașu,aurelianapușcașu,aurelianapușcașu@zzup.ro,7921013427584,1983-02-25,"Aleea Dumitrescu, Copsa Mica, 656876",0255 259 811,4c:2d:cf:fe:47:5a,5.125.145.236,RO33JPHQ7515096288953622,2025-04-04 17:16:32,24604,981,799,200818,b859ae71-fce6-4c27-961d-11f2dcde5221
